text,badge_color,final_score,model_cred,heur_score,heur_tips,prob_toxic,prob_severe_toxic,prob_obscene,prob_threat,prob_insult,prob_identity_hate,pred_toxic,pred_severe_toxic,pred_obscene,pred_threat,pred_insult,pred_identity_hate
"Much of this comes from the late 90's early 2000's charter movement (at least where I live) with the idea of tea her accountability and no longer having to deal with a school board, but rather a board of investors. There is an inherent mistranslation between the language of the business world and the ""developing a functioning and solid human (i.e. teaching) world. 

The time of your employees and the customer  worth money. Our kids are worth money. Therefore the time developing them into test score maximized zombies is money. Why give a shit about a 10 year old in 8 years if you can pull your company's funding in 3?

Essentially, applying the capitalist/factory mindset to the classroom.",red,0.3937346458435058,0.5624780654907227,0.0,,0.43752193450927734,0.002615726087242365,0.39948007464408875,0.0007657511159777641,0.05456355959177017,0.00210084137506783,0,0,0,0,0,0
"Don't worry, they are holding on to the last bit of control to fake power structure/hierarchy they have left. But it isn't going to last long lol. These kids benefit more from creativity, play and connection than learning what AI is already rapidly learning to do flawlessly. We are supposed to be having fun, not slaves to systems of hierarchy. The jobs of the future will be bio-ethics, human hands participating in land cultivation and resource expansion using AI algorithms. And humans managing AI who have been chosen for innately having bio-ethical morality. This is the future. My favorite teacher who made a lasting impression on me allowed us to memorize a play in spanish (a second language) and then perform it for our parents. That was the only memory I have that I wasn't afraid to perform. I was proud of myself and empowered. That experience was what school is supposed to be. Teachers who have creative freedom in how they teach, and children who get to learn by doing and participating.",yellow,0.6983250961871817,0.9976072802674025,0.0,,0.0023927197325974703,9.025809413287789e-05,0.00019157995120622218,0.00011416798952268437,0.0002540105488151312,0.00018212749273516238,0,0,0,0,0,0
"We were recently told that admin and district staff were in our rooms not because we aren’t good teachers, but because they want to make us even better.",yellow,0.6995228245388716,0.9993183207698166,0.0,,0.000681679230183363,0.00011769228876801208,0.00016332650557160378,0.00012812761997338384,0.000191334038390778,0.0001447822869522497,0,0,0,0,0,0
🫩,yellow,0.6963385226204991,0.9947693180292845,0.0,,0.005230681970715523,0.00010386243229731917,0.00037949197576381266,0.00011249703675275669,0.0002816009509842843,0.00017145034507848322,0,0,0,0,0,0
Depends on your school! Our whole school did crafts and Halloween parties throughout the whole day. I think it's great to let kids have fun and experience fun in school as well.,yellow,0.6992214960395358,0.9988878514850512,0.0,,0.0011121485149487853,0.00010180850222241133,0.000161972435307689,0.00011764538066927344,0.00020206529006827623,0.00015080145385582,0,0,0,0,0,0
"You guys WERE learning.  Rephrase things,  you weren't watching a movie.. the kids were learning how to pay attention during a long presentation and also learning how to handle judgment when judgment shouldn't be given",yellow,0.6994142215233295,0.9991631736047566,0.0,,0.0008368263952434063,0.00010905444651143625,0.00016534695168957114,0.00012263597454875708,0.00019060696649830788,0.00014330126577988267,0,0,0,0,0,0
"Just nod and or don’t advertise. At the end of the day the team lead is a worker on the same level as you, not your boss",yellow,0.6989799704053439,0.998542814864777,0.0,,0.0014571851352229714,9.341162513010204e-05,0.00017996002861764282,0.00011732777784345672,0.00023464448167942464,0.00014486252621281892,0,0,0,0,0,0
This is why I “teach” PE,yellow,0.6762931328266859,0.9661330468952656,0.0,,0.03386695310473442,0.00012593460269272327,0.0009468293865211308,0.00015449665079358965,0.0012873226078227162,0.0004285808536224067,0,0,0,0,0,0
"The last hour is fine! You made sure all other lessons were taught beforehand. There is nothing wrong with scheduling some fun and creative activities to promote social relationships, build some fine motor skills and develop home-school partnerships. You can definitely buzzword explain it if you need to. If it was everyday then there would be issues. The students would have already been so excited for Halloween that trying to get through normal curriculum pacing would have been frustrating.",yellow,0.6995662066154181,0.9993802951648831,0.0,,0.0006197048351168633,0.00012358617095742375,0.00017022488464135677,0.00013244739966467023,0.0001836955634644255,0.00014379799540620297,0,0,0,0,0,0
"I think it comes from the fact that this job has a “snapshot” effect with higher ups. Unlike an office job where you can see your subordinates’ work ethic, style, etc., in education it’s data or a walkthrough. Not every class has data or even the data can tell the whole story. So they rely on an observation. But…that snapshot had a lot of factors. Some teachers do a whole dog/pony show or are pals with admin so they get “Highly Effective”. Others aren’t so lucky — one year I got dinged because admin came during the middle of an exam and didn’t “see much activity”. When I explained, he back peddled but the damage was done. 

He wanted to see “production”. He didn’t bother noticing that students were doing an exam, working out problems, formula sheets, student-crafted study guides, etc. nope. He just wanted to check off boxes.",yellow,0.6991989064030348,0.9988555805757642,0.0,,0.0011444194242358208,9.948543447535485e-05,0.0002049889153568074,9.928651707014069e-05,0.00021230557467788458,0.00013593661424238235,0,0,0,0,0,0
"Part of the whole lesson plan for primary school is teaching empathy, socialization, etc. some administrators seem to forget that. There was real educational value in what you did. ",yellow,0.6995444414613302,0.9993492020876147,0.0,,0.0006507979123853147,0.00011763820657506585,0.0001722619927022606,0.00012261657684575766,0.0001841051853261888,0.00013978702190797776,0,0,0,0,0,0
Because most administrators have no critical thinking skills. They can’t understand that a few hours of fun in the classroom ≠ children being ruined for life academically. They see things in black and white terms. Most admin are failed educators at best.,yellow,0.6833413569256663,0.9762019384652376,0.0,,0.023798061534762383,0.00011260671453783289,0.0003861072182189673,0.00015809682372491807,0.0015684047248214483,0.0006962458719499409,0,0,0,0,0,0
I'm a parent and I think you are right on cue!!! Your instincts are great and I for one would love to have my kids taught by someone like you who makes wise decisions that support the whole child. Thank you ❤️,yellow,0.6992584646330214,0.9989406637614593,0.0,Repeated punctuation.,0.001059336238540709,0.00010902096255449578,0.00017526780720800161,0.00015134540444705635,0.00020079518435522914,0.0001476771431043744,0,0,0,0,0,0
"Not to mention, this kind of thing can be great for class bonding/climate which can make the instruction on future days be more efficient and fruitful! When everything has to cause immediate gains, we lose out on getting to use all the long term strategies and the results really suffer!",yellow,0.6973782753339037,0.9962546790484339,0.0,,0.0037453209515661,8.534560038242489e-05,0.0002394876501057297,0.00012280097871553153,0.0002824511320795864,0.0001730885123834014,0,0,0,0,0,0
"This is crazy. My kids K class did nothing instructional at all yesterday. It was party at 9am, recess 10-10:30, a 30 minute show while they ate their party snacks, then a parade, then early release before lunch. I feel like the school just expects Halloween to be chaos.",yellow,0.6953003558795898,0.9932862226851285,0.0,,0.00671377731487155,0.00010804513294715434,0.00041824590880423784,0.00013287736510392278,0.00038131605833768845,0.00022258839453570545,0,0,0,0,0,0
"We had a party first thing because the parade was an hour after school started. Afterwards, we watched a movie, had lunch in the class while finishing the movie and played Halloween bingo. Great day!",yellow,0.6994058851443696,0.9991512644919567,0.0,,0.000848735508043319,0.00011127692414447665,0.0001764358312357217,0.00011994039232376963,0.0001863923971541226,0.00014302456111181527,0,0,0,0,0,0
Are your students having fun with fidelity?,yellow,0.6993558491871226,0.9990797845530324,0.0,,0.0009202154469676316,0.00010399999882793054,0.00016146279813256115,0.00011876338248839602,0.0001877426402643323,0.00014291575644165277,0,0,0,0,0,0
I’ve never been more tired of a word than fidelity and internalization. 😭,yellow,0.6993387792434077,0.999055398919154,0.0,,0.0009446010808460414,0.00010566921264398843,0.00017566097085364163,0.00010982638195855543,0.0001738696009851992,0.00014561423449777067,0,0,0,0,0,0
instant reprimand for not at least attempting to teach the days topic.,yellow,0.6981732233893125,0.9973903191275895,0.0,,0.002609680872410536,9.157901513390243e-05,0.0002469430910423398,0.00011007256398443133,0.000227196462219581,0.00016843098273966461,0,0,0,0,0,0
My district encourages Halloween parties... Maybe fire up the resume and look for an easier going school.,yellow,0.6992938450537621,0.9989912072196603,0.0,Repeated punctuation.,0.0010087927803397179,0.00010696749814087525,0.00015973270637914538,0.00012746980064548552,0.00019921996863558888,0.0001590032916283235,0,0,0,0,0,0
I recall elementary school parties being 2-3 hours,yellow,0.699570778774796,0.9993868268211372,0.0,,0.0006131731788627803,0.00012049006181769073,0.0001762501779012382,0.00012510825763456523,0.00017816883337218314,0.00013976820628158748,0,0,0,0,0,0
Literally same!,yellow,0.6992945524747483,0.9989922178210691,0.0,,0.0010077821789309382,0.00010228961036773399,0.0001925527467392385,0.00010178182128584012,0.00018304481636732817,0.0001387149386573583,0,0,0,0,0,0
Tell your administration the party is instruction on the cultural norms of the society in which we live. They are important for social cohesion.,yellow,0.6996182648465037,0.9994546640664339,0.0,,0.0005453359335660934,0.0001310819061473012,0.00018218568584416062,0.0001367594813928008,0.0001774173288140446,0.0001434627192793414,0,0,0,0,0,0
"Thankfully, I have never worked for admin like that. I’ve worked at both elementary and middle school and I’ve had days where we don’t do a whole lot of instruction. It’s nice to have a break from time to time, to have fun with the kids.",yellow,0.6995061321009416,0.9992944744299166,0.0,,0.0007055255700834095,0.00011517528764670715,0.00017653964459896088,0.00012018621055176482,0.00018300239753443748,0.00013860625040251762,0,0,0,0,0,0
"Depending on the grade level, but the ratio of work to fun days should be 4:1 or 3:2 for younger kids. School is work but there has to be a good ratio of fun times with actual schoolwork that is mentally taxing. ",yellow,0.6991118557285517,0.9987312224693596,0.0,,0.0012687775306403637,9.763306297827512e-05,0.00016891249106265604,0.0001018952316371724,0.00023215608962345868,0.0001606399891898036,0,0,0,0,0,0
"When I taught kindergarten last year, we had gotten back from a field trip an hour before dismissal. I heard other teachers were getting in trouble for letting them play with legos or watch an episode of Wild Kratts. For once in my life I was actually doing something good by making them write a sentence about where we went 😆",yellow,0.6970508545637131,0.9957869350910187,0.0,,0.004213064908981323,9.430330828763545e-05,0.0003299724485259503,9.996815788326785e-05,0.0003459757717791945,0.00017707997176330537,0,0,0,0,0,0
"Learning is important and it's work for students and teachers.  It can be fun, but that's not why we do it.  If you don't think that learning is the goal 100% then why are you in teaching?",yellow,0.6995315611595287,0.9993308016564697,0.0,,0.0006691983435302973,0.00011787479161284864,0.00017004254914354533,0.00012408435577526689,0.00017757335444912314,0.00014356043539009988,0,0,0,0,0,0
"I'm convinced most admin do walkthroughs on days like that just to ""catch"" teachers who dare to make school a positive experience beyond regular lessons.",yellow,0.6979406892787665,0.997058127541095,0.0,,0.0029418724589049816,8.483660349156708e-05,0.0002224575000582263,0.0001013973233057186,0.0003183061780873686,0.0001639206166146323,0,0,0,0,0,0
Because in reality they are not about education but about looking like they are about education.,yellow,0.6993366012815385,0.9990522875450552,0.0,,0.000947712454944849,0.00010592687613097951,0.00016546806728001684,0.00010803554323501885,0.00019430687825661153,0.0001493729359935969,0,0,0,0,0,0
"I was a secondary science teacher when the European Space agency landed a space probe on a comet. I taught everything from 6th to physical science to biology and had All my classes watch the landing and videos of the scientists celebrating/giving speeches the day it happened. It was a big deal; for me, as big as the moon landing. 


My principal criticized that while it was appropriate for the physical science and young classes, they didn't see how it fit the biological science curriculums. 🙄

Sure, let's avoid inspiration if it doesn't fit the curriculum for one day.

This was the start of my jadedness in education.",yellow,0.6995694929326418,0.9993849899037741,0.0,,0.0006150100962258875,0.0001245277962880209,0.00017981973360292614,0.00012526725186035037,0.00017924403073266149,0.00014608778292313218,0,0,0,0,0,0
So you can further push the government stats quo of brainwashing the children into becoming workers instead of free thinkers,yellow,0.6922281323932111,0.9888973319903016,0.0,,0.011102668009698391,9.281210805056617e-05,0.00024414388462901115,0.00014949218893889338,0.0006143914069980383,0.0003879043215420097,0,0,0,0,0,0
"When I was a kid we earned extra recess, movies, popcorn parties, etc. Kids need to be kids.",yellow,0.6990224046632647,0.9986034352332354,0.0,,0.0013965647667646408,9.743756527313963e-05,0.00017241037858184427,0.00010130415466846898,0.00021040542924311012,0.00015376870578620583,0,0,0,0,0,0
The obsession comes from psychos that are still high off of their own success after graduating from an Ed.D mill and getting into administration.,yellow,0.585198849439621,0.8359983563423157,0.0,,0.16400164365768433,0.0003007275809068233,0.005104053765535355,0.00024052269873209298,0.022721435874700546,0.0011292245471850038,0,0,0,0,0,0
I teach kindergarten in China where fun is curated and the joy doesn't matter,yellow,0.6991681433282793,0.9988116333261132,0.0,,0.001188366673886776,9.789242903934792e-05,0.00016831973334774375,0.00010381312313256785,0.00018929496582131833,0.00015538945444859564,0,0,0,0,0,0
"They are kindergarteners.  Tell your “lead” they can shove it up their ass and if the principal has a problem with it, I’m sure they will tell you directly.",red,0.10327823162078857,0.14754033088684082,0.0,,0.8524596691131592,0.013052614405751228,0.6720675826072693,0.00208009360358119,0.49398893117904663,0.01512595359236002,1,0,1,0,0,0
"It's because students aren't meeting standards. This is of course because the standards aren't developmentally appropriate but that's not relevant to admin and higher. There is a belief that if we just teach enough, students will be ready to understand things that their brain is not ready for",yellow,0.6964977196417749,0.9949967423453927,0.0,,0.005003257654607296,8.78929567988962e-05,0.00024224321532528847,0.00010624917194945738,0.00041316659189760685,0.0002201869065174833,0,0,0,0,0,0
"I’m in high school, so maybe that’s why I feel differently, but I know I find it pretty frustrating when my colleagues decide their class is going to have a “fun day” for their classes that day because I have kids that then try to get out of my class to go hang out and have more “fun day” in the other classroom. I’m not against doing fun things or even having breaks from lessons and whatnot, but I also think a specific policy about how much time is allotted to something like that keeps things consistent and prevents things like “well THAT class got to have a party and we didn’t” among parents and kids. As someone else mentioned, it seems like some activities could also have been tied into your standards and learning targets at that level, which means you could have had halloween theme all day and just did the exclusively “party” part the last 20-30 minutes. Not to mention learning and lessons can also be fun? Ultimately the kids are at school to learn and our job is to teach them, and from a legal/admin standpoint, schools are bound to a certain number of instructional minutes. 

In no way am I trying to say you are doing this all the time or way out of line, but not having a policy could mean too much time being used for parties rather than learning and call into question if your working hours are being used approriately.",yellow,0.6994971829932183,0.9992816899903119,0.0,,0.000718310009688139,0.00011656745482468978,0.00018440157873556018,0.00011748965334845707,0.0001823410566430539,0.00014114299847278744,0,0,0,0,0,0
"I taught HS for over 20 years and I never once cared what other teachers were doing. I had days, being a History teacher, where we could watch a cool movie that ties into the curriculum…the beauty of being a teacher is to have some freedom to do what you want in the classroom and if other teachers want to have fun days, fine by me",yellow,0.6991293103084899,0.9987561575835571,0.0,,0.0012438424164429307,9.801478154258803e-05,0.00018953155085910112,0.00010527796985115856,0.00019641249673441052,0.00014548184117302299,0,0,0,0,0,0
"I also do fun things in class from time to time and generally don’t care how other teachers are using their time. I feel perfectly comfortable handling classroom management and discipline in my own room. I do think it’s an issue when that freedom is abused though. When one teacher decides to have a bean bags tournament for the entire week instead of regular curriculum, and tells the kids they can come out of other classes to do it all day if they want and their teacher lets them, it starts to affect the way my students expect they can behave. 

For elementary, if one kingergarten teacher lets them party all day, and the other 2-3 don’t have a party, it does set up those other classes to be pitted against each other. In my district, if 2nd grade is going to do a halloween party, all of the 2nd grade does it, not just one teacher.",yellow,0.6992230326286517,0.9988900466123596,0.0,,0.0011099533876404166,0.00010196006041951478,0.00017703574849292636,0.00011521087435539812,0.00019334087846800685,0.0001512102608103305,0,0,0,0,0,0
"That just sounds like a discipline issue your school has if kids cut class and then go to another’s teacher’s class to eat snacks, watch a movie, listen to music, etc. But I will admit I’ve never had a class bigger than 32 or 120 total students (and I hated it). If each teacher at your school has 200+ total students and class sizes of 35+ I could see how it could maybe be confusing.",yellow,0.6993684158718678,0.9990977369598113,0.0,,0.0009022630401887,0.00010462615318829194,0.00016556496848352253,0.00011231846292503178,0.00018941881717182696,0.00014221594028640538,0,0,0,0,0,0
"You're absolutely right. It's frustrating when kids are in party mode, especially when admin frowns on it. Because of admin stance, I've told my students that we will never have a party in my class, but if they keep their grades up, I will frequently allow them to have ""free time with snacks"".  

Seriously, though, even high school kids need to let loose sometimes too. An occasional class period of ""free time with snacks"" goes a long way towards easing up on some of the stress that the daily curriculum push puts them under. As far as other teachers partying, that's not an issue unless you make it one. If students are allowed to let loose in one class, then at least they have a chance to get it out of their system before they come to yours. Yeah, it sometimes takes some additional classroom management skills to settle them, but they are perfectly capable of settling down and learning in your classroom despite what happened earlier in the day. If they don't, you use all the same classroom management strategies that you would use on any other day.",yellow,0.6995477163291071,0.9993538804701529,0.0,,0.0006461195298470557,0.00011743702634703368,0.00017139199189841747,0.00012015103129670024,0.00017887439753394574,0.00014123939035926014,0,0,0,0,0,0
">But let these kids have SOME fun! Is that so wrong?

Is instructional time in your classroom not *some* fun? Not at all??

And from your own telling of the story, the issue is clearly not a matter of completely banning any ""fun"" party time. ""20-30 minutes"" would have been completely fine, according to you.

Obviously, closing the textbooks and going off-script isn't necessarily bad. Kids need breaks and some variety just as much as they need discipline and structure. *Some* party time is obviously good, but someone has to draw the line because time is preciously scarce. Your post is just complaining that you wanted to take away an extra hour on the curriculum without any negative feedback. Is that single anecdotal hour going to make a difference in the long long run? Probably not. But I've rarely seen teachers complaining that incoming students got *too much* curriculum instruction from their prior classrooms. The shortfalls add up, no matter how excusable they may be on a daily basis.",yellow,0.6946497342549264,0.9923567632213235,0.0,,0.00764323677867651,9.086684440262616e-05,0.0003813046496361494,0.0001326696074102074,0.0004141265817452222,0.00020396322361193597,0,0,0,0,0,0
"This kind of thing is one of the reasons I homeschooled my own children.

Also, my walkthrough was the last 45 minutes of the day the Friday before a weeklong Fall Break. I'm still afraid to read what it says.",yellow,0.6988663725787774,0.9983805322553962,0.0,,0.001619467744603753,9.677465277491137e-05,0.00019874073041137308,0.00010608821321511641,0.00022144698596093804,0.00015713645552750677,0,0,0,0,0,0
"I believe school should be only a few hours a day, especially the younger kids and the rest should be play, organized play, but that’s how you build connections/relationships and social awareness. Sitting at a desk listening to an adult literally does 0 of those things.",yellow,0.699352481419919,0.9990749734570272,0.0,,0.0009250265429727733,0.00011014563642675057,0.0001601545518497005,0.00012024823081446812,0.0002051122864941135,0.00015926868945825845,0,0,0,0,0,0
"I think there's a tragic reality for students who rely on the school system for an academic education that we shouldn't wave away. These are students whose parents don't or can't read to them, don't have family historical and political discussions around the dinner table, don't go to museums on the weekend, don't go to robotics summer camp in the summer, whose parents don't make them watch educational programming on the TV etc. etc. Kids who don't have those things *rely* on every minute of instructional time to make the necessary and essential progress in their academic performance. Is this a cheery thought? No. But it's reality. And for these students every minute matters. 

And honestly, kids are in school 8 hours per day 170 days per year. That's actually just ~15% of their time. And is it really such a terrible thing that kids spend 15% of their really focused on essential academic growth? Like I say, for our students who *rely* on school to make academic growth every minute matters. 

Brought to you by Eeyore the teacher.",yellow,0.6992628443520515,0.9989469205029309,0.0,,0.0010530794970691204,0.00010235967056360096,0.00015332814655266702,0.00011952765635214746,0.00020606497128028423,0.0001558097719680518,0,0,0,0,0,0
*Why do I have to do what I'm being paid to do?*,yellow,0.6961271516513079,0.9944673595018685,0.0,,0.005532640498131514,9.763567504705861e-05,0.00036827914300374687,0.00012574740685522556,0.0002734032168518752,0.00018492450180929154,0,0,0,0,0,0
I am glad I didn’t have you as a teacher,yellow,0.6937844585627317,0.9911206550896168,0.0,,0.008879344910383224,8.692457777215168e-05,0.0003160522028338164,0.0001346963836112991,0.0004854091093875468,0.00022366295161191374,0,0,0,0,0,0
"Ah, yes. A pretty typical and lame response.

Glad you weren't a student of mine.",yellow,0.6321386702358722,0.9030552431941032,0.0,,0.09694475680589676,0.00015754843479953706,0.002219376154243946,0.00024791646865196526,0.008693037554621696,0.00043850287329405546,0,0,0,0,0,0
You’re a grown ass man or woman. Glad you were never my colleague. Relax a bit dude,red,0.024702292680740354,0.035288989543914795,0.0,,0.9647110104560852,0.02800874598324299,0.839008629322052,0.0009050717344507575,0.8522719144821167,0.00990070030093193,1,0,1,0,1,0
"Pretty sure they were doing their job. Crafts is teaching. Allowing the students to interact with each other in a more informal manner is teaching social skills. Not sure what point you’re trying to make here. They are in kindergarten. 

You ok? Sounds like you need a mental health day.",yellow,0.6110912457108497,0.8729874938726425,0.0,,0.12701250612735748,0.0002455826906953007,0.0019365132320672274,0.0004243169096298516,0.016445523127913475,0.0022416464053094387,0,0,0,0,0,0
